M200c M200m M500c Yszcyl_x_r200c Yszcyl_x_r200m Yszcyl_x_r500c Yszcyl_y_r200c Yszcyl_y_r200m Yszcyl_y_r500c Yszcyl_z_r200c Yszcyl_z_r200m Yszcyl_z_r500c Yszr200c Yszr200m Yszr500c halo_ids r200c r200m r500c
2.5003e+14 2.6793e+14 2.0157e+14 2.98571822522e-05 3.03632898672e-05 2.75347239592e-05 2.91837213413e-05 2.98037531331e-05 2.66346899556e-05 2.95286626418e-05 3.02848812224e-05 2.68567578764e-05 2.80678305649e-05 2.88150671858e-05 2.47909718747e-05 96 1029.67714286 1161.86857143 706.098571429
3.9914e+13 4.4742e+13 2.7925e+13 2.03943544419e-06 2.40502066488e-06 1.46419798043e-06 1.81889683401e-06 1.91641475094e-06 1.48819480015e-06 1.71790852453e-06 1.82816913017e-06 1.36191636756e-06 1.56834675706e-06 1.7039565149e-06 1.1918084478e-06 100 558.57 639.814285714 365.355714286
2.6498e+14 2.8822e+14 2.0979e+14 3.90196497167e-05 3.95861073179e-05 3.63237370179e-05 3.80356037348e-05 3.86865016722e-05 3.55313359451e-05 3.83113047557e-05 3.89796864681e-05 3.56771717181e-05 3.68460495298e-05 3.76791859684e-05 3.34710785812e-05 105 1049.79428571 1190.49142857 715.57
2.0893e+14 2.1962e+14 1.6298e+14 1.8511309796e-05 1.88781198252e-05 1.68896514149e-05 1.84132125476e-05 1.87326219328e-05 1.66087911349e-05 1.83269427552e-05 1.85903779668e-05 1.6935227687e-05 1.76804962701e-05 1.80746904328e-05 1.54344395286e-05 106 969.845714286 1087.36857143 657.805714286
3.2181e+14 3.3429e+14 2.6545e+14 4.26794122454e-05 4.32967112156e-05 3.97843094228e-05 4.34559517483e-05 4.41681522275e-05 4.09723274778e-05 4.28083257613e-05 4.33584000593e-05 4.01597040933e-05 4.16632566721e-05 4.24650408798e-05 3.78669363933e-05 110 1120.04714286 1250.81285714 773.957142857
1.4518e+14 1.594e+14 9.9296e+13 1.10073598825e-05 1.14940826378e-05 9.14390486452e-06 1.11914542295e-05 1.15973113077e-05 9.56605492535e-06 1.08306972794e-05 1.12837344443e-05 9.08052523529e-06 1.0086086648e-05 1.06047637015e-05 7.99797257172e-06 117 859.028571429 977.191428571 557.655714286
2.2258e+14 2.4086e+14 1.4828e+14 2.4363829183e-05 2.49101552218e-05 1.99227835422e-05 2.05247331755e-05 2.13046499636e-05 1.62398054048e-05 2.03872390853e-05 2.12402381443e-05 1.5813600681e-05 1.91629610878e-05 2.0410811334e-05 1.33818502029e-05 127 990.524285714 1121.34285714 637.401428571
1.3384e+14 1.4846e+14 9.5111e+13 1.16541091157e-05 1.29987044248e-05 9.37349538368e-06 1.04337954806e-05 1.09057955805e-05 8.54705574326e-06 1.04101664426e-05 1.0837343739e-05 8.62098638178e-06 9.63664532369e-06 1.02189038178e-05 7.48136975155e-06 135 836.05 954.3 549.707142857
1.486e+14 1.5344e+14 1.1956e+14 8.87704449173e-06 8.97381303175e-06 8.073909227e-06 8.90607622896e-06 8.99164800117e-06 8.18746861978e-06 8.95308653951e-06 9.12102877794e-06 8.19729309351e-06 8.65884389862e-06 8.81426996796e-06 7.38770102617e-06 141 865.704285714 964.851428571 593.272857143
1.2443e+14 1.3865e+14 9.0207e+13 9.45371582434e-06 1.00599324767e-05 7.60825211347e-06 9.91857226203e-06 1.10423285825e-05 8.02005125319e-06 9.37438873925e-06 9.90792653404e-06 7.66374847036e-06 8.5085292575e-06 9.09266032409e-06 6.49589372188e-06 150 815.974285714 932.81 540.091428571
8.024e+13 9.0032e+13 5.7625e+13 4.64609334024e-06 4.83573111799e-06 3.90296085714e-06 4.4832964626e-06 4.65385148609e-06 3.83169180331e-06 4.43501445419e-06 4.59257533967e-06 3.81358414802e-06 4.16954022014e-06 4.35599484962e-06 3.33740431283e-06 196 704.962857143 807.761428571 465.148571429
7.1821e+13 7.7943e+13 5.3312e+13 3.55515858177e-06 3.66631152784e-06 3.14968996213e-06 3.74681996424e-06 3.83905971208e-06 3.35513244831e-06 3.57758382743e-06 3.68152834459e-06 3.15974413046e-06 3.3719197252e-06 3.50711025105e-06 2.89659588781e-06 198 679.39 769.854285714 453.242857143
7.6771e+13 8.8897e+13 4.9012e+13 4.08325555096e-06 4.46150179157e-06 3.11496456507e-06 6.19854839164e-06 6.49347722896e-06 4.7823281852e-06 4.21495369537e-06 4.61447896819e-06 3.18452968447e-06 3.72088287736e-06 4.16429890698e-06 2.60488544564e-06 212 694.651428571 804.351428571 440.714285714
1.6917e+14 1.9162e+14 1.06e+14 1.24578688602e-05 1.32937826051e-05 9.24035767033e-06 1.38362926471e-05 1.50412793155e-05 9.98551454548e-06 1.27740157781e-05 1.36877541639e-05 9.47764516277e-06 1.12953724015e-05 1.23292178645e-05 7.39335197571e-06 241 903.945714286 1039.03857143 569.928571429
1.0384e+14 1.1407e+14 7.6292e+13 7.07253736274e-06 7.38322148957e-06 5.94032799005e-06 7.11143380974e-06 7.45212429267e-06 5.98525358897e-06 7.54490056476e-06 7.83496957354e-06 6.33434203555e-06 6.54285783722e-06 6.91589698314e-06 5.2983580025e-06 242 768.23 874.062857143 510.755714286
1.1667e+14 1.2603e+14 7.6215e+13 6.58662457747e-06 6.77507297397e-06 5.24214785238e-06 6.53897574427e-06 6.73009454827e-06 5.15245674815e-06 6.61533616025e-06 6.8062467469e-06 5.32713662034e-06 6.14640822674e-06 6.44213156405e-06 4.25699422114e-06 268 798.647142857 903.59 510.585714286
3.9102e+13 4.2876e+13 2.716e+13 1.42856911704e-06 1.55119771513e-06 1.1411194578e-06 2.01673299096e-06 3.90877203928e-06 1.2363140036e-06 1.52307425584e-06 1.65246635329e-06 1.18457115424e-06 1.26274828212e-06 1.34843804661e-06 1.00539733878e-06 275 554.755714286 630.792857143 361.99
1.3255e+14 1.387e+14 8.9986e+13 7.7090129768e-06 7.88346555003e-06 6.42502689714e-06 9.32816323247e-06 9.98580889538e-06 6.45563523253e-06 8.1097145395e-06 8.69859005103e-06 6.59433377755e-06 7.30039003998e-06 7.55635851867e-06 5.39149449793e-06 286 833.347142857 932.908571429 539.651428571
1.9204e+14 2.0397e+14 1.4489e+14 1.8953670472e-05 1.9219034993e-05 1.76053224346e-05 1.88118163242e-05 1.91234553319e-05 1.70079937035e-05 1.87431297445e-05 1.90653902393e-05 1.69921963559e-05 1.8160472446e-05 1.86232463904e-05 1.57391312892e-05 291 942.972857143 1060.89428571 632.51
1.1462e+14 1.2369e+14 7.2501e+13 7.09236626336e-06 7.35820577902e-06 5.74736558708e-06 6.99506141432e-06 7.25716441193e-06 5.44242126797e-06 7.26090421472e-06 7.54734557803e-06 5.82602535099e-06 6.57969898898e-06 6.93123009944e-06 4.63512928241e-06 308 793.937142857 897.974285714 502.152857143
8.3739e+13 9.0718e+13 6.4323e+13 5.509962268e-06 5.75129861786e-06 4.90691325625e-06 5.47223391235e-06 5.64821622747e-06 4.78006216363e-06 6.18836953439e-06 6.50665403218e-06 5.08398743337e-06 5.15908943318e-06 5.34821858825e-06 4.39884254306e-06 364 715.061428571 809.805714286 482.512857143
1.2542e+14 1.4309e+14 7.1709e+13 1.25796686914e-05 1.4170817511e-05 6.84904722415e-06 8.11623728729e-06 8.95182513645e-06 5.27214704193e-06 8.44944408133e-06 9.26040770776e-06 5.37303879444e-06 7.0573407927e-06 7.97132509811e-06 3.97682427384e-06 369 818.13 942.654285714 500.318571429
1.9989e+14 2.224e+14 1.2715e+14 1.72870617863e-05 1.78825148547e-05 1.35428815266e-05 1.85029826314e-05 1.89945402399e-05 1.52312220341e-05 1.68272825757e-05 1.77576327105e-05 1.24115536356e-05 1.58336319055e-05 1.69272792314e-05 1.12141307097e-05 384 955.652857143 1091.93571429 605.557142857
1.1297e+14 1.2719e+14 6.7621e+13 7.0836596328e-06 7.52055380346e-06 5.34173839604e-06 7.64269338092e-06 8.21923354075e-06 5.7122618299e-06 7.07748848282e-06 7.46201362743e-06 5.32894720961e-06 6.32401718937e-06 6.82523496382e-06 4.33432346844e-06 393 790.107142857 906.361428571 490.622857143
7.1063e+13 7.9084e+13 4.9303e+13 4.09705772744e-06 4.42319255807e-06 3.02304303046e-06 3.4939882259e-06 3.6736361922e-06 2.90208656853e-06 3.51883655379e-06 3.69819823452e-06 2.98809907779e-06 3.19059691522e-06 3.38650267517e-06 2.56698394506e-06 398 676.991428571 773.592857143 441.581428571
1.019e+14 1.1196e+14 6.9259e+13 6.72005960585e-06 7.02900284443e-06 5.54631920272e-06 9.70790395613e-06 1.00634543124e-05 6.59236613461e-06 6.88556253999e-06 7.15867728657e-06 5.68334637544e-06 6.31374198448e-06 6.67744582041e-06 4.84058977133e-06 429 763.422857143 868.637142857 494.554285714
1.6945e+14 1.9544e+14 1.1472e+14 1.18589644272e-05 1.26335204762e-05 9.88818782897e-06 1.32405203537e-05 1.37228450177e-05 1.10628999844e-05 1.21054787299e-05 1.28194553151e-05 9.97534814395e-06 1.11677621373e-05 1.21288090722e-05 8.69070290016e-06 467 904.438571429 1045.90142857 585.142857143
2.3804e+14 2.5736e+14 1.6676e+14 2.75117288068e-05 2.97784107199e-05 2.16148439859e-05 2.67808324565e-05 2.86593025314e-05 2.17918051846e-05 2.54768998124e-05 2.6890765993e-05 2.10027118103e-05 2.37649807547e-05 2.48069435625e-05 1.84447010581e-05 476 1012.94714286 1146.38428571 662.861428571
7.7268e+13 8.5344e+13 5.6334e+13 4.46081212514e-06 4.70179806684e-06 3.68244031668e-06 4.28480508879e-06 4.48324444895e-06 3.52640537589e-06 4.29770452049e-06 4.51784242619e-06 3.55233512008e-06 3.88737298725e-06 4.11037026694e-06 3.08521060159e-06 477 696.148571429 793.488571429 461.65
1.0735e+14 1.2144e+14 6.8459e+13 7.45578060602e-06 7.97225938965e-06 5.50765061543e-06 7.60666295201e-06 8.48134694649e-06 5.40946357945e-06 6.8811117589e-06 7.29768801867e-06 5.25192114411e-06 6.27360667628e-06 6.87564265611e-06 4.27226003934e-06 478 776.782857143 892.48 492.642857143
6.8951e+13 7.5999e+13 4.8264e+13 3.15388701875e-06 3.32699792489e-06 2.59081106268e-06 3.21423947415e-06 3.36102028922e-06 2.55789187083e-06 3.87360804549e-06 4.21057238798e-06 2.61462480015e-06 2.83556774002e-06 3.01521795401e-06 2.15852840584e-06 484 670.214285714 763.398571429 438.458571429
1.7191e+14 1.8359e+14 1.1887e+14 1.29077767137e-05 1.32306010836e-05 1.12356874743e-05 1.25627663051e-05 1.28235536169e-05 1.0774944701e-05 1.24645194939e-05 1.2791198393e-05 1.06149888409e-05 1.1840967673e-05 1.22627624097e-05 9.3474620113e-06 503 908.792857143 1024.31714286 592.124285714
1.0244e+14 1.1196e+14 7.6205e+13 6.57984431482e-06 6.74520113924e-06 5.88337608069e-06 6.90068405937e-06 7.10306090037e-06 6.15592920791e-06 6.6884788418e-06 6.88860202458e-06 5.87139418033e-06 6.30822652848e-06 6.52975443123e-06 5.26313550284e-06 518 764.75 868.628571429 510.561428571
7.1491e+13 8.1609e+13 4.4547e+13 3.38522869892e-06 3.60028417577e-06 2.47643943124e-06 3.27637420634e-06 3.43316709815e-06 2.52446784356e-06 3.4750126991e-06 3.61136914447e-06 2.88469436125e-06 2.99571405274e-06 3.20185143343e-06 2.11894319081e-06 555 678.345714286 781.741428571 426.902857143
7.9557e+13 8.6522e+13 5.4507e+13 4.20233751179e-06 4.39280756073e-06 3.47404043149e-06 4.01399204507e-06 4.17692180766e-06 3.31034817827e-06 3.94488512396e-06 4.09519276e-06 3.2415047434e-06 3.72710074307e-06 3.92258428386e-06 2.80792299261e-06 563 702.955714286 797.121428571 456.602857143
1.7346e+13 1.851e+13 1.233e+13 3.24505781517e-07 3.34111969198e-07 2.69552175187e-07 3.21422536005e-07 3.33816325638e-07 2.65880067079e-07 3.29472492686e-07 3.41545686317e-07 2.82520113418e-07 3.02595047523e-07 3.15656244544e-07 2.28826224377e-07 566 423.088571429 476.742857143 278.211428571
2.5532e+13 2.8677e+13 1.8801e+13 6.68350888773e-07 7.0953041308e-07 5.49399997327e-07 8.11594112477e-07 1.09176393739e-06 5.80437088688e-07 6.41443211928e-07 6.77530785321e-07 5.27932399669e-07 5.92950659343e-07 6.37376356953e-07 4.68324169323e-07 595 481.28 551.644285714 320.22
8.5801e+13 9.627e+13 6.3427e+13 5.13925709909e-06 5.39430349619e-06 4.30337576944e-06 5.33017473746e-06 5.53848047944e-06 4.53801694678e-06 5.34202428058e-06 5.60621907884e-06 4.44053360088e-06 4.7702614002e-06 5.0687887389e-06 3.78549717108e-06 661 720.882857143 826.0 480.264285714
9.673e+13 1.0525e+14 7.0417e+13 5.4612210564e-06 5.67342488419e-06 4.77862048599e-06 5.60510538595e-06 5.78178204886e-06 4.86449535229e-06 5.65901318971e-06 5.82983278681e-06 4.99030109307e-06 5.20262559438e-06 5.43104723424e-06 4.31839066496e-06 685 750.275714286 850.911428571 497.294285714
3.8058e+13 4.3004e+13 2.1258e+13 1.17208321012e-06 1.24423900196e-06 8.19288296285e-07 1.18486468098e-06 1.2648672235e-06 8.62451565587e-07 1.15837780034e-06 1.22952481364e-06 8.25243334618e-07 1.03379774936e-06 1.12317149996e-06 6.52464890441e-07 688 549.774285714 631.42 333.604285714
7.1035e+13 8.0106e+13 4.1675e+13 2.95105873944e-06 3.17344071981e-06 2.07341287984e-06 2.74302109589e-06 2.99058142375e-06 1.96832722622e-06 3.28575669243e-06 3.50779166989e-06 2.34955293116e-06 2.5052037595e-06 2.76621681094e-06 1.55778408601e-06 705 676.902857143 776.912857143 417.522857143
1.559e+14 1.7662e+14 9.8826e+13 1.17223001723e-05 1.28606146654e-05 8.46741451156e-06 1.30314435933e-05 1.53597237424e-05 8.99126428544e-06 1.76598165125e-05 1.96744149908e-05 1.08455411682e-05 1.06378923863e-05 1.18762711058e-05 7.2281136181e-06 778 879.661428571 1011.18428571 556.772857143
1.1371e+14 1.1911e+14 8.1721e+13 7.50924663293e-06 7.66657408741e-06 6.14079813648e-06 7.39237542828e-06 7.55864343091e-06 6.08742310671e-06 8.12407919737e-06 8.27733015668e-06 6.82350655696e-06 7.17629838098e-06 7.3799985373e-06 5.32404769714e-06 799 791.83 886.75 522.594285714
5.4928e+13 6.0014e+13 4.153e+13 2.46665066414e-06 2.54392375859e-06 2.18432082391e-06 2.74756984143e-06 3.20733081595e-06 2.21213385966e-06 2.49341845857e-06 2.57929137906e-06 2.1576562597e-06 2.31427059539e-06 2.42065290426e-06 1.93850042274e-06 807 621.297142857 705.615714286 417.038571429
1.004e+14 1.0824e+14 7.4841e+13 5.48778730045e-06 5.66866048009e-06 4.88631166081e-06 5.34787456748e-06 5.47643523257e-06 4.76028351701e-06 5.36243456296e-06 5.49499053518e-06 4.78650644998e-06 5.09803568932e-06 5.2579186125e-06 4.33123989155e-06 823 759.65 858.911428571 507.497142857
7.9514e+13 8.8418e+13 6.0342e+13 4.66582418971e-06 4.90542057561e-06 3.90267158671e-06 4.80430537881e-06 5.03165857055e-06 3.94290185994e-06 4.68180967483e-06 4.94031619653e-06 3.87308290122e-06 4.22657711049e-06 4.51606101887e-06 3.34146418202e-06 958 702.827142857 802.902857143 472.348571429
7.5781e+13 8.14e+13 3.6584e+13 2.8787912512e-06 2.9847881593e-06 1.77177259885e-06 3.0532466396e-06 3.15781187399e-06 1.86345546956e-06 3.07553951374e-06 3.17566647701e-06 2.42117640948e-06 2.73673001911e-06 2.87474303761e-06 1.38283515816e-06 1171 691.652857143 781.072857143 399.78
5.6552e+13 6.3131e+13 3.2521e+13 2.42648984318e-06 2.93544597382e-06 1.4725305661e-06 2.01879625986e-06 2.18999736753e-06 1.42919741842e-06 2.01095801042e-06 2.14550308253e-06 1.40253562372e-06 1.75619719424e-06 1.92733740455e-06 1.07346143396e-06 1258 627.361428571 717.624285714 384.392857143
3.5356e+13 3.9067e+13 2.5037e+13 1.45770136211e-06 2.11128872572e-06 9.57898518534e-07 1.0649258422e-06 1.12928622961e-06 8.56442086415e-07 1.08959112706e-06 1.15438736386e-06 8.65612177579e-07 9.65930102019e-07 1.0329200896e-06 7.39478845768e-07 1300 536.441428571 611.531428571 352.301428571
