M200c M200m M500c Yszcyl_x_r200c Yszcyl_x_r200m Yszcyl_x_r500c Yszcyl_y_r200c Yszcyl_y_r200m Yszcyl_y_r500c Yszcyl_z_r200c Yszcyl_z_r200m Yszcyl_z_r500c Yszr200c Yszr200m Yszr500c halo_ids r200c r200m r500c
4.8876e+14 6.6481e+14 3.5939e+14 1.70307039897e-34 1.88551639333e-34 1.44975342626e-34 1.6518623725e-34 1.86965598918e-34 1.39223737927e-34 1.6456655255e-34 1.87096765575e-34 1.38655661397e-34 1.51854758306e-34 1.82941300309e-34 1.21206611655e-34 44 1830.37857143 3138.93857143 1217.25714286
3.6536e+14 5.9042e+14 2.4285e+14 8.31199352486e-35 1.01966533347e-34 6.68425948891e-35 9.81356639116e-35 1.08380598316e-34 8.14015757757e-35 8.25456538822e-35 1.02123453195e-34 6.32573593232e-35 7.68673225717e-35 9.95435128277e-35 5.50379124807e-35 45 1661.16857143 3017.19714286 1068.17571429
5.156e+14 6.7377e+14 3.318e+14 1.65744118706e-34 1.80863555818e-34 1.31088115936e-34 1.65560698738e-34 1.80878884486e-34 1.28009797071e-34 1.68719603799e-34 1.83104009477e-34 1.33420146902e-34 1.51800060257e-34 1.78581145155e-34 1.06780267441e-34 49 1863.28571429 3152.97428571 1185.27714286
1.002e+15 1.5921e+15 6.3236e+14 5.14958084091e-34 6.10244669073e-34 4.06752690953e-34 5.08247437709e-34 6.08058742892e-34 3.85726647368e-34 5.18248562284e-34 6.09769520278e-34 4.13371167906e-34 4.56413664644e-34 5.89418345931e-34 3.20775765962e-34 50 2325.21571429 4199.59571429 1469.54428571
5.0934e+14 7.7423e+14 3.2254e+14 1.62272670988e-34 1.96135731296e-34 1.29421477252e-34 1.69097946833e-34 1.97476598832e-34 1.33778932303e-34 1.6091078946e-34 1.950405237e-34 1.27529471532e-34 1.45021496126e-34 1.88131567975e-34 1.08582485225e-34 53 1855.71714286 3302.47285714 1174.15142857
3.8047e+14 5.7096e+14 2.6752e+14 1.19874614041e-34 1.47912575015e-34 9.60240260332e-35 1.18739613456e-34 1.43736941478e-34 9.45171260091e-35 1.20362209712e-34 1.46168025381e-34 9.5874333286e-35 1.05587375265e-34 1.36453817463e-34 7.78702350713e-35 54 1683.77 2983.67571429 1103.17714286
4.2081e+14 5.5753e+14 3.091e+14 1.24066789051e-34 1.34571895396e-34 1.0651032822e-34 1.25598006197e-34 1.37350336916e-34 1.09366398971e-34 1.23249317983e-34 1.34770307893e-34 1.05427122755e-34 1.16722044694e-34 1.30703227032e-34 9.2184771496e-35 55 1741.29285714 2960.1 1157.60285714
7.5719e+14 9.6111e+14 5.2993e+14 3.11422717539e-34 3.36767587995e-34 2.76857464665e-34 3.096207384e-34 3.355094802e-34 2.76459961715e-34 3.10209492181e-34 3.33569603877e-34 2.78807212305e-34 2.95804332059e-34 3.26872838933e-34 2.51925225934e-34 59 2117.91714286 3549.28428571 1385.48428571
8.3557e+14 1.0092e+15 5.6176e+14 3.32358830888e-34 3.56109269281e-34 2.53216042884e-34 3.30033031819e-34 3.56168939494e-34 2.47542425782e-34 3.31137855563e-34 3.55520384313e-34 2.58390354574e-34 3.06388148907e-34 3.50928265235e-34 1.96462236031e-34 61 2188.61714286 3607.53 1412.68571429
6.2146e+14 8.8543e+14 3.9542e+14 2.43324815422e-34 2.83472574013e-34 1.94961677373e-34 2.36585249151e-34 2.75597057163e-34 1.847897211e-34 2.35823355971e-34 2.76018600402e-34 1.84566330143e-34 2.10634504052e-34 2.71541467742e-34 1.5469373219e-34 63 1982.95142857 3453.56142857 1256.64857143
4.5966e+14 6.1175e+14 3.3507e+14 1.58463746509e-34 1.70582454424e-34 1.33224844832e-34 1.54393463527e-34 1.6923195705e-34 1.29135730897e-34 1.56054679694e-34 1.69963259008e-34 1.32040448308e-34 1.45805985062e-34 1.66453173179e-34 1.12972272755e-34 65 1793.30285714 3053.10714286 1189.15428571
4.1049e+14 5.3718e+14 3.1321e+14 1.24709245268e-34 1.35339579449e-34 1.12635268238e-34 1.3068340357e-34 1.38724670966e-34 1.17095336474e-34 1.25811301292e-34 1.35538433505e-34 1.14231902534e-34 1.20234294491e-34 1.32926560549e-34 1.03462124529e-34 66 1726.94 2923.63857143 1162.72
4.4378e+14 5.8036e+14 3.1603e+14 1.28846655226e-34 1.39765951149e-34 1.0934633533e-34 1.31289681243e-34 1.40026176573e-34 1.09292895758e-34 1.29681381493e-34 1.4019075069e-34 1.09356843569e-34 1.21385747341e-34 1.38011222999e-34 9.19808403606e-35 68 1772.40571429 2999.96428571 1166.19714286
9.1608e+14 1.2518e+15 6.7235e+14 4.6042345743e-34 5.13316541879e-34 4.04534047216e-34 4.55071191301e-34 5.10662580423e-34 3.96927735354e-34 4.78027229992e-34 5.30753039442e-34 4.11004334928e-34 4.28246746158e-34 4.99311486778e-34 3.59287425925e-34 69 2256.76285714 3876.05285714 1499.88857143
5.0018e+14 8.1535e+14 3.2556e+14 1.7291925295e-34 2.08075919203e-34 1.31735985134e-34 1.62309799726e-34 2.02289795903e-34 1.25192599544e-34 1.69029725392e-34 2.07875435533e-34 1.31386614746e-34 1.46666916585e-34 1.97583749388e-34 1.04257282835e-34 71 1844.52142857 3359.93 1177.79857143
5.1528e+14 6.654e+14 3.5528e+14 1.5551058268e-34 1.71677848118e-34 1.22270818835e-34 1.62930861461e-34 1.84244131284e-34 1.24356478991e-34 1.58063092195e-34 1.76873619749e-34 1.33206775808e-34 1.4593027973e-34 1.67177254013e-34 1.02942359863e-34 73 1862.89571429 3139.86428571 1212.60428571
1.3444e+15 1.7562e+15 1.0482e+15 8.7040666691e-34 9.54916759511e-34 7.78971034672e-34 8.83371153153e-34 9.5646709317e-34 7.9438048819e-34 8.81941292495e-34 9.58173261505e-34 7.96976757649e-34 8.24861244245e-34 9.39899656302e-34 7.19400869612e-34 77 2564.56571429 4339.14857143 1739.18571429
6.198e+14 8.1913e+14 3.665e+14 1.90407229959e-34 2.17205540788e-34 1.36952362366e-34 2.02921886639e-34 2.22998750395e-34 1.54717763758e-34 1.92524324362e-34 2.1883315003e-34 1.4116758641e-34 1.74192084516e-34 2.13915136261e-34 1.09939468697e-34 78 1981.19 3365.12 1225.23428571
7.7942e+14 9.5656e+14 5.3359e+14 3.13291449409e-34 3.37705689427e-34 2.71894772172e-34 3.07163433569e-34 3.29194504085e-34 2.62224640244e-34 3.07768665687e-34 3.27450206348e-34 2.68025358857e-34 2.91893598148e-34 3.23759847862e-34 2.3351583635e-34 79 2138.45142857 3543.67 1388.66142857
5.3932e+14 6.7302e+14 4.3671e+14 1.85197372314e-34 1.94299253778e-34 1.72647369209e-34 1.82615800727e-34 1.90733386231e-34 1.70922828121e-34 1.84030697323e-34 1.91721737034e-34 1.6961159687e-34 1.77729777867e-34 1.89205811052e-34 1.59315320816e-34 80 1891.43142857 3151.80571429 1298.95
4.7266e+14 6.4223e+14 3.5076e+14 1.81499727801e-34 1.94154594836e-34 1.65715924981e-34 1.84452349043e-34 1.95936072563e-34 1.67352221398e-34 1.82140197772e-34 1.94221432828e-34 1.665855281e-34 1.74684202108e-34 1.9147962284e-34 1.53561278569e-34 81 1810.05571429 3102.98714286 1207.43857143
2.5928e+14 3.9747e+14 1.821e+14 5.51714687224e-35 8.92079023328e-35 4.26472807246e-35 5.21023483901e-35 6.56337558631e-35 4.00034429894e-35 5.89549320055e-35 9.94295853388e-35 4.33169101103e-35 4.62423116828e-35 6.34861315853e-35 3.37257591381e-35 82 1481.71571429 2644.35428571 970.432857143
5.415e+14 7.6905e+14 3.943e+14 1.96132970273e-34 2.20995697848e-34 1.64161513735e-34 1.98471689919e-34 2.21309178115e-34 1.65730541727e-34 2.15454560673e-34 2.42045757321e-34 1.63454981133e-34 1.82022182771e-34 2.14561640191e-34 1.3820289197e-34 83 1893.97142857 3295.09285714 1255.46857143
3.7712e+14 5.5875e+14 2.7307e+14 1.23034752433e-34 1.44648663322e-34 1.04078441425e-34 1.17642522662e-34 1.40697790975e-34 9.83367484411e-35 1.16816606089e-34 1.35362016684e-34 9.85800937886e-35 1.09032210385e-34 1.31743579857e-34 8.65610077216e-35 85 1678.81 2962.26285714 1110.75571429
5.2416e+14 7.7563e+14 3.7485e+14 1.90448091393e-34 2.18705586456e-34 1.56749748261e-34 1.93733395487e-34 2.17928459873e-34 1.59143275563e-34 1.96980778907e-34 2.194114461e-34 1.61903455712e-34 1.77173590358e-34 2.13874118822e-34 1.34423128551e-34 86 1873.53857143 3304.46142857 1234.47571429
5.4799e+14 7.6542e+14 3.6614e+14 1.84558984492e-34 2.08537343419e-34 1.49045700689e-34 1.85684516796e-34 2.09392031381e-34 1.52736968276e-34 1.85846209056e-34 2.10244559297e-34 1.52271230988e-34 1.66819927533e-34 2.05361578369e-34 1.27224922607e-34 88 1901.50857143 3289.89857143 1224.83
5.6226e+14 7.2659e+14 3.5406e+14 1.74694054573e-34 2.01225871873e-34 1.25666470854e-34 1.78477538349e-34 2.04585631224e-34 1.40211348062e-34 1.92228590521e-34 2.16727151691e-34 1.43565506686e-34 1.61336002995e-34 1.98166266044e-34 1.04806023964e-34 91 1917.88142857 3233.30571429 1211.21428571
4.4218e+14 6.7325e+14 3.0657e+14 1.48726448758e-34 1.78572010529e-34 1.23651979212e-34 1.46569922392e-34 1.79062716704e-34 1.20565307284e-34 1.4360841912e-34 1.77476758538e-34 1.16001296251e-34 1.29193134016e-34 1.683416734e-34 1.00860594071e-34 96 1770.27142857 3152.15857143 1154.43428571
5.2127e+14 6.5203e+14 2.9833e+14 1.52131462966e-34 1.63988100377e-34 1.18263048973e-34 1.43079012675e-34 1.594503141e-34 1.09205871984e-34 1.48346777021e-34 1.60005629991e-34 1.11706799195e-34 1.36778488088e-34 1.57253585943e-34 8.90336621448e-35 98 1870.08714286 3118.68714286 1144.00142857
2.2903e+14 3.2963e+14 1.0842e+14 1.55557637182e-05 1.8379095771e-05 9.57053366109e-06 1.71868114678e-05 2.43866047665e-05 1.13549731187e-05 1.62381283519e-05 1.85582811316e-05 9.94643793479e-06 1.4197119992e-05 1.80293299353e-05 7.56498831822e-06 100 1421.68285714 2484.42428571 816.384285714
4.711e+14 8.0959e+14 3.1926e+14 1.93002978789e-34 2.5944807087e-34 1.49994651696e-34 1.8176530809e-34 2.41955577063e-34 1.4087010347e-34 1.81750363599e-34 2.4287571123e-34 1.40042993087e-34 1.60397087257e-34 2.21321465976e-34 1.15552639758e-34 104 1808.05571429 3352.0 1170.15285714
5.1823e+14 6.7062e+14 3.5399e+14 6.893867051e-05 7.61856721398e-05 5.40629863409e-05 6.8650080104e-05 7.63309407052e-05 5.44924240188e-05 6.85232344692e-05 7.6791365489e-05 5.6283679543e-05 6.27719120654e-05 7.33863402069e-05 4.52091394893e-05 106 1866.44857143 3148.04571429 1211.12714286
2.9633e+14 4.5418e+14 1.7613e+14 6.68288178218e-35 1.05087325753e-34 4.73548597189e-35 6.06902556851e-35 7.83435878536e-35 4.44001640087e-35 6.03765675084e-35 8.37548568317e-35 4.27319782342e-35 5.16410549782e-35 7.55894362866e-35 3.41927399133e-35 108 1549.17857143 2764.56142857 959.717142857
6.7167e+14 8.8311e+14 5.2104e+14 3.04246617414e-34 3.27871167504e-34 2.75520560172e-34 3.02398921354e-34 3.27369535144e-34 2.73586071277e-34 3.06370267023e-34 3.2922191894e-34 2.75649596076e-34 2.88574970727e-34 3.20265166064e-34 2.50845266938e-34 125 2034.97571429 3450.55 1377.69285714
4.9024e+14 7.6643e+14 3.1044e+14 1.60234065274e-34 1.93190775402e-34 1.28542294278e-34 1.58311481418e-34 1.91506974148e-34 1.29055252942e-34 1.68587600476e-34 1.98972752712e-34 1.37162847247e-34 1.45270266244e-34 1.84108385612e-34 1.07117718275e-34 131 1832.22285714 3291.35142857 1159.28
4.3722e+14 6.6782e+14 3.113e+14 1.37685652516e-34 1.64630791202e-34 1.14004685833e-34 1.36908679058e-34 1.64792199627e-34 1.12252310867e-34 1.37780410349e-34 1.63662281656e-34 1.12454956472e-34 1.2204882348e-34 1.57688630298e-34 9.56028303913e-35 132 1763.63857143 3143.65714286 1160.34714286
5.179e+14 7.1825e+14 3.8934e+14 2.12937342118e-34 2.40659615579e-34 1.79304000581e-34 2.08350353115e-34 2.35392951117e-34 1.77671408711e-34 2.09615287426e-34 2.36762184668e-34 1.78739208033e-34 1.92319677557e-34 2.28860057953e-34 1.54784492521e-34 135 1866.05142857 3220.87714286 1250.17857143
3.783e+14 5.3657e+14 1.9387e+14 8.63071421308e-35 9.9969084633e-35 5.89611746818e-35 8.92514817603e-35 1.00331200465e-34 6.86463947527e-35 9.14159464374e-35 1.05224479731e-34 6.49791022444e-35 8.00996216692e-35 9.74680953134e-35 4.96540896051e-35 140 1680.56428571 2922.53428571 990.902857143
4.8856e+14 7.1587e+14 3.2338e+14 1.5312244512e-34 1.77886197525e-34 1.23404674093e-34 1.44835199054e-34 1.73626342957e-34 1.13822201657e-34 1.45374738077e-34 1.75365272611e-34 1.16427868834e-34 1.31702652343e-34 1.65633003953e-34 9.75194745599e-35 146 1830.13142857 3217.31714286 1175.16285714
1.9838e+14 3.0158e+14 1.2818e+14 3.85024610895e-35 4.80981243032e-35 2.86160764686e-35 3.90078292905e-35 4.95836708122e-35 2.98393020344e-35 3.93896373679e-35 5.03095709473e-35 2.96668471655e-35 3.36895705384e-35 4.48707369438e-35 2.33280323058e-35 149 1355.21857143 2411.86 863.248571429
6.3484e+14 1.0289e+15 4.3498e+14 2.59076773232e-34 3.17860891468e-34 2.13521057648e-34 2.70245035281e-34 3.20359203132e-34 2.21445650525e-34 2.64833878089e-34 3.2108005173e-34 2.1919227008e-34 2.3604767266e-34 3.01185946863e-34 1.84340303422e-34 153 1997.08857143 3630.87285714 1297.23714286
4.7942e+14 6.5386e+14 3.2679e+14 1.66228382049e-34 1.77887214178e-34 1.47806357855e-34 1.63427473095e-34 1.76601579746e-34 1.44338983289e-34 1.64769292331e-34 1.76379818421e-34 1.47147074277e-34 1.57601361716e-34 1.73607663057e-34 1.32249039726e-34 156 1818.64428571 3121.60142857 1179.28
2.286e+14 5.053e+14 1.4611e+14 7.72591316864e-35 9.15935112279e-35 5.48972485751e-35 5.05652502112e-35 8.93081478912e-35 3.42045710367e-35 4.87512976974e-35 8.8993567507e-35 3.28362612737e-35 4.1577235904e-35 8.63440475808e-35 2.73269747216e-35 161 1420.80714286 2864.61285714 901.755714286
2.2445e+14 3.9232e+14 1.5433e+14 4.88344396768e-35 7.54338554509e-35 3.85904103127e-35 4.55898196932e-35 6.86513798925e-35 3.51774678004e-35 4.75348056795e-35 7.53698460029e-35 3.65355775915e-35 4.07288602533e-35 6.00018232688e-35 3.02897351138e-35 175 1412.15428571 2632.86571429 918.362857143
4.719e+14 6.9273e+14 2.2564e+14 1.34282657475e-34 1.59945615222e-34 8.36287270559e-35 1.48040173728e-34 1.65024318449e-34 1.14254793221e-34 1.36484493782e-34 1.58114012453e-34 8.77693018206e-35 1.25331791982e-34 1.53944371079e-34 6.98362739879e-35 200 1809.08285714 3182.27285714 1042.32
6.8774e+14 8.933e+14 4.1518e+14 2.47124578388e-34 2.70052777359e-34 1.83693876766e-34 2.50636193741e-34 2.70219386598e-34 1.94391057974e-34 2.49548269556e-34 2.72406145105e-34 1.86755189583e-34 2.28798067298e-34 2.66326224853e-34 1.49306797751e-34 201 2051.07857143 3463.77 1277.24428571
6.9407e+14 8.4928e+14 4.7467e+14 2.62630049204e-34 2.8204786762e-34 2.22125212535e-34 2.68343497114e-34 2.81448739752e-34 2.23287270629e-34 2.653432619e-34 2.8211526066e-34 2.29702424745e-34 2.52288442155e-34 2.78262412423e-34 1.90180188463e-34 217 2057.35142857 3405.91571429 1335.54285714
2.0504e+14 3.7817e+14 1.3275e+14 4.62285582433e-35 7.10532922661e-35 3.44732352079e-35 4.65991993826e-35 6.18821018199e-35 3.50577583792e-35 4.5556013184e-35 6.54326666939e-35 3.31838556981e-35 3.87442798329e-35 5.6697428227e-35 2.62876540663e-35 223 1370.20285714 2600.83142857 873.382857143
4.2383e+14 6.464e+14 2.8172e+14 1.3283086785e-34 1.5885948899e-34 1.01473721529e-34 1.38283009544e-34 1.61863031533e-34 1.0655765341e-34 1.33995315675e-34 1.6004390951e-34 1.0292031666e-34 1.17824053168e-34 1.54674221597e-34 8.26776399526e-35 229 1745.44285714 3109.69 1122.36857143
2.6789e+14 3.9469e+14 2.0082e+14 7.1457923364e-35 1.01984608943e-34 5.67848480738e-35 6.31368007036e-35 7.90924371946e-35 5.35008283593e-35 6.21677336146e-35 7.61338355108e-35 5.31060936139e-35 5.72876803978e-35 7.17273327774e-35 4.73253104376e-35 248 1497.94142857 2638.16428571 1002.61571429
4.6224e+14 6.7084e+14 3.1605e+14 1.32775254808e-34 1.54280745421e-34 1.06121413156e-34 1.30796215273e-34 1.5449901312e-34 1.03029728946e-34 1.31890651822e-34 1.54551441754e-34 1.07933102799e-34 1.17150521225e-34 1.4889982123e-34 8.71501536754e-35 284 1796.64571429 3148.39285714 1166.22285714
