M200c M200m M500c Yszcyl_x_r200c Yszcyl_x_r500c Yszcyl_y_r200c Yszcyl_y_r500c Yszcyl_z_r200c Yszcyl_z_r500c Yszr200c Yszr500c halo_ids r200c r500c
8.3557e+14 1.0092e+15 5.6176e+14 0.00013346711474 0.00010223004788 0.000132503897935 9.95668338221e-05 0.000133002993543 0.000104021790747 0.000123867991377 7.95015265431e-05 61 2188.61714286 1412.68571429
6.2146e+14 8.8543e+14 3.9542e+14 9.66083383631e-05 7.82160859049e-05 9.48871003665e-05 7.42586685076e-05 9.44708185608e-05 7.42460418036e-05 8.51030441467e-05 6.25253653609e-05 63 1982.95142857 1256.64857143
4.5966e+14 6.1175e+14 3.3507e+14 6.36789243029e-05 5.38180499245e-05 6.21919905163e-05 5.2223683843e-05 6.25908360589e-05 5.31753739321e-05 5.89717239275e-05 4.5690078443e-05 65 1793.30285714 1189.15428571
4.1049e+14 5.3718e+14 3.1321e+14 5.03251514241e-05 4.5589408589e-05 5.15951411523e-05 4.66442691485e-05 5.07169976652e-05 4.61482614758e-05 4.86385951257e-05 4.20046460268e-05 66 1726.94 1162.72
4.4378e+14 5.8036e+14 3.1603e+14 5.19661719023e-05 4.4396412785e-05 5.29200452497e-05 4.42165569013e-05 5.22390179055e-05 4.42603120798e-05 4.91529714751e-05 3.74305532002e-05 68 1772.40571429 1166.19714286
9.1608e+14 1.2518e+15 6.7235e+14 0.000182921353426 0.00016189893999 0.00018190514897 0.00015948430315 0.000184127214664 0.000162668827036 0.000173048613577 0.000145183951761 69 2256.76285714 1499.88857143
5.0018e+14 8.1535e+14 3.2556e+14 6.87407878359e-05 5.27516359956e-05 6.51106538823e-05 5.03487395608e-05 6.72619477144e-05 5.2666103374e-05 5.92373601432e-05 4.2012064588e-05 71 1844.52142857 1177.79857143
5.1528e+14 6.654e+14 3.5528e+14 6.25086421119e-05 4.92720243155e-05 6.31979814407e-05 4.99497884868e-05 6.30814814233e-05 5.35888919182e-05 5.89610736741e-05 4.15851710657e-05 73 1862.89571429 1212.60428571
1.3444e+15 1.7562e+15 1.0482e+15 0.000345654181259 0.000311084239636 0.000348693745066 0.000315921619116 0.000347801761775 0.000316982483463 0.000333459411782 0.00029063220389 77 2564.56571429 1739.18571429
6.198e+14 8.1913e+14 3.665e+14 7.64220808146e-05 5.51813208581e-05 7.91820100856e-05 6.11313343186e-05 7.71134495483e-05 5.68830887006e-05 7.03490181218e-05 4.43983917551e-05 78 1981.19 1225.23428571
7.7942e+14 9.5656e+14 5.3359e+14 0.000123767490761 0.000109128094815 0.000123369653833 0.000105351708967 0.000123745156133 0.000107699871417 0.000117941093479 9.41850211974e-05 79 2138.45142857 1388.66142857
5.3932e+14 6.7302e+14 4.3671e+14 7.42107894249e-05 6.95413376783e-05 7.36486326463e-05 6.89008369614e-05 7.3940189185e-05 6.84553110414e-05 7.18476692292e-05 6.43578853523e-05 80 1891.43142857 1298.95
4.7266e+14 6.4223e+14 3.5076e+14 7.30936676543e-05 6.68509683053e-05 7.39410458174e-05 6.73906448087e-05 7.34095076606e-05 6.71854308135e-05 7.05728541047e-05 6.20012404337e-05 81 1810.05571429 1207.43857143
2.5928e+14 3.9747e+14 1.821e+14 2.1651633948e-05 1.72241567909e-05 2.10035762028e-05 1.61973325611e-05 2.26344453888e-05 1.7510188504e-05 1.87073342776e-05 1.36438338298e-05 82 1481.71571429 970.432857143
5.415e+14 7.6905e+14 3.943e+14 7.8616184042e-05 6.60407774119e-05 7.90648128158e-05 6.64426459893e-05 7.88070432885e-05 6.52403278478e-05 7.34695335149e-05 5.57880545728e-05 83 1893.97142857 1255.46857143
3.7712e+14 5.5875e+14 2.7307e+14 4.89819431522e-05 4.19245415517e-05 4.72484586961e-05 3.96794593971e-05 4.6996592458e-05 3.97670870082e-05 4.40519226545e-05 3.4952516887e-05 85 1678.81 1110.75571429
5.2416e+14 7.7563e+14 3.7485e+14 7.65527446459e-05 6.32982805739e-05 7.76334831267e-05 6.40923896117e-05 7.8720631637e-05 6.51811524612e-05 7.1636807642e-05 5.4283780085e-05 86 1873.53857143 1234.47571429
5.4799e+14 7.6542e+14 3.6614e+14 7.4170051128e-05 6.01001152527e-05 7.43346058809e-05 6.14984332057e-05 7.42582313307e-05 6.12568611902e-05 6.73906898246e-05 5.14410667119e-05 88 1901.50857143 1224.83
5.6226e+14 7.2659e+14 3.5406e+14 7.03829155749e-05 5.08707848024e-05 7.16970144584e-05 5.64537733654e-05 7.35529763606e-05 5.69069648147e-05 6.53711311705e-05 4.25825309596e-05 91 1917.88142857 1211.21428571
4.4218e+14 6.7325e+14 3.0657e+14 5.87713328313e-05 4.94528963613e-05 5.81850920091e-05 4.8523148216e-05 5.71676177621e-05 4.67015817351e-05 5.22351882535e-05 4.08556437263e-05 96 1770.27142857 1154.43428571
5.2127e+14 6.5203e+14 2.9833e+14 6.07359960178e-05 4.77432039551e-05 5.76277613101e-05 4.42629221668e-05 5.97123412211e-05 4.51407547267e-05 5.53636658816e-05 3.61281786753e-05 98 1870.08714286 1144.00142857
2.2903e+14 3.2963e+14 1.0842e+14 1.5479613328e-05 9.50163826158e-06 1.68080975297e-05 1.11848282069e-05 1.62308485732e-05 9.93500791675e-06 1.4144132775e-05 7.53007610024e-06 100 1421.68285714 816.384285714
4.711e+14 8.0959e+14 3.1926e+14 7.61415828733e-05 6.01836797668e-05 7.27422209685e-05 5.66559618648e-05 7.25604819226e-05 5.62625309278e-05 6.4802444546e-05 4.67384614035e-05 104 1808.05571429 1170.15285714
5.1823e+14 6.7062e+14 3.5399e+14 6.840715302e-05 5.42464326973e-05 6.76496387936e-05 5.45061857253e-05 6.76858514962e-05 5.62886523065e-05 6.29557844578e-05 4.57246559117e-05 106 1866.44857143 1211.12714286
2.9633e+14 4.5418e+14 1.7613e+14 2.60693244651e-05 1.90861009927e-05 2.44112457601e-05 1.79113560485e-05 2.41531355316e-05 1.72432096333e-05 2.08348288228e-05 1.37949391452e-05 108 1549.17857143 959.717142857
6.7167e+14 8.8311e+14 5.2104e+14 0.000121644042616 0.000110794261758 0.000121240896684 0.000110178577873 0.000122337409271 0.000110819915969 0.000116589726251 0.000101302259002 125 2034.97571429 1377.69285714
4.9024e+14 7.6643e+14 3.1044e+14 6.36302349729e-05 5.14597679627e-05 6.35028397256e-05 5.19721752398e-05 6.62211828408e-05 5.48794024915e-05 5.86934691281e-05 4.32443990108e-05 131 1832.22285714 1159.28
4.3722e+14 6.6782e+14 3.113e+14 5.50877515089e-05 4.58478996221e-05 5.47125873721e-05 4.50734201719e-05 5.48527134208e-05 4.50336317268e-05 4.93090367025e-05 3.8640887831e-05 132 1763.63857143 1160.34714286
5.179e+14 7.1825e+14 3.8934e+14 8.41655609625e-05 7.18386596811e-05 8.35092095343e-05 7.14701305997e-05 8.39400989127e-05 7.1893142066e-05 7.76920311709e-05 6.25352783106e-05 135 1866.05142857 1250.17857143
3.783e+14 5.3657e+14 1.9387e+14 3.46927688218e-05 2.37549449311e-05 3.58083015541e-05 2.76621929234e-05 3.58520498611e-05 2.61664241883e-05 3.23315720454e-05 2.00632633491e-05 140 1680.56428571 990.902857143
4.8856e+14 7.1587e+14 3.2338e+14 5.99975265539e-05 4.90883989038e-05 5.78331550891e-05 4.58213790698e-05 5.79956311207e-05 4.70241746332e-05 5.32317799129e-05 3.94682621361e-05 146 1830.13142857 1175.16285714
1.9838e+14 3.0158e+14 1.2818e+14 1.54420997782e-05 1.15731818993e-05 1.56775713772e-05 1.20659621939e-05 1.5765075656e-05 1.1996743617e-05 1.35962118054e-05 9.42429362318e-06 149 1355.21857143 863.248571429
6.3484e+14 1.0289e+15 4.3498e+14 0.000102739301584 8.55789464134e-05 0.000105583466146 8.80646287754e-05 0.000103313039215 8.72300466064e-05 9.53707949131e-05 7.45174720766e-05 153 1997.08857143 1297.23714286
4.7942e+14 6.5386e+14 3.2679e+14 6.66035900341e-05 5.94567342867e-05 6.58277776413e-05 5.81502704456e-05 6.642919651e-05 5.93573303134e-05 6.36441935772e-05 5.33491126896e-05 156 1818.64428571 1179.28
2.286e+14 5.053e+14 1.4611e+14 3.05943322541e-05 2.22269666986e-05 2.04067553254e-05 1.38754943376e-05 1.96929938462e-05 1.33075258697e-05 1.68777965007e-05 1.10622376905e-05 161 1420.80714286 901.755714286
2.2445e+14 3.9232e+14 1.5433e+14 1.95723153489e-05 1.56109274396e-05 1.83721682642e-05 1.42546127875e-05 1.90861158582e-05 1.48181363064e-05 1.64746975613e-05 1.22758171257e-05 175 1412.15428571 918.362857143
4.719e+14 6.9273e+14 2.2564e+14 5.39369766259e-05 3.38452325283e-05 5.82550981361e-05 4.60795828501e-05 5.49108403961e-05 3.54069368613e-05 5.07019397903e-05 2.83311267506e-05 200 1809.08285714 1042.32
6.8774e+14 8.933e+14 4.1518e+14 9.92391174031e-05 7.39003386847e-05 0.000100472916258 7.80342026409e-05 9.98001542467e-05 7.52071807514e-05 9.2399729405e-05 6.01117098935e-05 201 2051.07857143 1277.24428571
6.9407e+14 8.4928e+14 4.7467e+14 0.000105542548701 8.92592040973e-05 0.000107898251459 8.92568473522e-05 0.0001066855882 9.21851724093e-05 0.000101942851517 7.6381321061e-05 217 2057.35142857 1335.54285714
2.0504e+14 3.7817e+14 1.3275e+14 1.84817644773e-05 1.39010290419e-05 1.87735852005e-05 1.41383105569e-05 1.8274777305e-05 1.33703377762e-05 1.56607826573e-05 1.05905994446e-05 223 1370.20285714 873.382857143
4.2383e+14 6.464e+14 2.8172e+14 5.31216619363e-05 4.07894949396e-05 5.50532566238e-05 4.29310853871e-05 5.35530521083e-05 4.14307986711e-05 4.75802894145e-05 3.34275532491e-05 229 1745.44285714 1122.36857143
2.6789e+14 3.9469e+14 2.0082e+14 2.68685328714e-05 2.27158104367e-05 2.52421592283e-05 2.15937036955e-05 2.49908225282e-05 2.14493853197e-05 2.31449701597e-05 1.91099663503e-05 248 1497.94142857 1002.61571429
4.6224e+14 6.7084e+14 3.1605e+14 5.30565562332e-05 4.27737900272e-05 5.24261566303e-05 4.16987595286e-05 5.26554941649e-05 4.34786417822e-05 4.74734975495e-05 3.54726706831e-05 284 1796.64571429 1166.22285714
4.7734e+14 7.5569e+14 2.797e+14 5.98357112763e-05 4.26919740027e-05 6.14189464477e-05 4.56098608889e-05 6.03352181016e-05 4.30549437404e-05 5.25101055997e-05 3.36886857431e-05 298 1816.01142857 1119.67142857
7.6952e+14 9.606e+14 4.3937e+14 9.95230625206e-05 7.81796730417e-05 9.86917239624e-05 6.9753918996e-05 9.88349336099e-05 7.05827869266e-05 9.31360821007e-05 5.37253835408e-05 434 2129.35142857 1301.58714286
2.8405e+14 4.1507e+14 1.7917e+14 2.35191583331e-05 1.83996486449e-05 2.37524554178e-05 1.8640447495e-05 2.4171752559e-05 1.8395113061e-05 2.06776557481e-05 1.5040459624e-05 471 1527.46571429 965.201428571
2.257e+14 3.4677e+14 1.5678e+14 1.98584519505e-05 1.56379223744e-05 2.05821682829e-05 1.70062673228e-05 1.98716415494e-05 1.54652121884e-05 1.78722640402e-05 1.31761901147e-05 732 1414.77571429 923.19
